platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
instagram,424,4539,28,28,0,0,0,1,1.51,1
instagram,345,972,19,12,37,1,0,3,0.12,1
linkedin,148,3164,27,6,19,0,0,3,1.25,1
tiktok,30,4140,36,3,33,1,0,5,1.36,1
tiktok,299,2372,38,33,13,1,0,0,0.3,1
twitter,59266,983,1726,1826,64,1,0,2,8.28,0
linkedin,95291,1117,429,1464,142,1,0,0,0.66,0
linkedin,71295,324,3491,1053,123,0,0,0,8.81,0
linkedin,343,1728,39,6,15,0,0,2,0.45,1
facebook,486,2386,41,35,39,1,0,1,0.86,1
instagram,83584,667,4910,228,96,1,0,0,7.33,0
linkedin,221,422,12,42,4,1,0,4,0.58,1
linkedin,191,4169,48,31,0,0,0,5,1.08,1
facebook,86856,981,2001,1961,47,1,1,1,0.55,0
linkedin,166,444,37,40,18,0,0,2,0.77,1
tiktok,86422,262,168,1035,68,1,0,0,2.02,0
facebook,313,1906,38,10,1,0,0,3,0.18,1
twitter,60124,1039,3730,595,38,1,1,1,4.13,0
instagram,18735,629,4721,1897,109,1,1,2,1.02,0
twitter,62231,103,3266,1559,115,1,0,1,3.72,0
linkedin,37893,1623,150,1493,74,0,0,1,7.39,0
instagram,95,3823,39,55,44,1,0,5,1.58,1
linkedin,374,460,24,9,27,1,0,5,0.47,1
twitter,190,4207,16,37,0,1,0,3,1.84,1
linkedin,5244,155,1654,1905,93,0,0,1,4.64,0
twitter,13,4365,25,54,14,1,0,1,0.56,1
instagram,90089,111,1968,953,119,1,0,3,7.01,0
facebook,12804,418,632,434,101,1,0,0,1.41,0
linkedin,15,608,44,9,38,0,0,0,0.68,1
tiktok,56458,1228,2456,1438,149,1,0,0,6.18,0
instagram,434,1401,27,10,4,0,0,1,1.12,1
tiktok,352,3582,8,27,24,0,0,1,1.35,1
tiktok,118,3696,3,10,0,1,0,4,1.29,1
twitter,78,4178,39,54,0,0,0,1,0.3,1
tiktok,192,2970,9,21,12,0,0,0,0.6,1
instagram,31420,445,2475,855,121,1,0,2,1.71,0
instagram,455,4339,43,44,33,0,0,2,1.48,1
twitter,293,3722,19,19,12,1,0,2,0.25,1
facebook,29992,633,4991,1365,106,1,0,1,2.78,0
instagram,95529,563,1622,1158,126,1,1,3,2.74,0
tiktok,43,2900,11,30,20,0,0,3,0.88,1
twitter,76924,1477,1566,1425,130,1,0,2,9.04,0
tiktok,39570,288,4465,1392,82,1,0,0,5.78,0
linkedin,47162,1667,4300,1046,76,1,0,2,3.09,0
instagram,95509,602,779,692,59,1,0,0,5.59,0
tiktok,85178,1841,3805,1774,85,1,0,0,3.39,0
twitter,494,1508,15,46,0,1,0,2,0.46,1
tiktok,312,4371,48,6,38,1,0,5,1.63,1
facebook,38843,1585,4661,621,66,1,0,0,9.57,0
tiktok,63152,1282,4010,341,89,1,0,0,3.83,0
linkedin,71380,1255,1370,1510,76,1,0,1,7.48,0
instagram,69769,1053,1715,1040,106,1,0,0,5.79,0
facebook,9845,128,1028,748,124,1,0,0,2.4,0
instagram,35063,1899,4363,924,142,1,0,0,2.62,0
facebook,98,4477,40,41,0,0,0,1,1.6,1
twitter,84078,986,2698,786,148,1,0,0,8.63,0
linkedin,439,4761,7,56,25,0,0,1,1.82,1
tiktok,54543,1263,1221,1878,88,1,0,0,5.56,0
instagram,10195,1241,772,1021,73,1,0,1,5.24,0
instagram,247,4461,43,17,30,1,0,5,0.82,1
linkedin,63605,1803,1213,1461,134,1,0,1,2.63,0
linkedin,73611,1283,3567,1077,44,1,0,1,1.95,0
tiktok,60171,1540,2413,1280,77,1,0,0,0.99,0
tiktok,455,4787,8,22,3,1,0,3,0.78,1
facebook,17237,320,4577,918,117,1,1,0,3.98,0
tiktok,83921,1822,3926,895,112,1,0,1,7.21,0
tiktok,113,3950,41,23,45,1,0,2,0.52,1
linkedin,18863,1382,4103,425,90,1,0,2,5.32,0
tiktok,435,3121,37,53,37,1,0,3,1.88,1
facebook,45,2703,27,41,0,0,0,0,0.68,1
facebook,372,263,17,28,0,0,0,1,1.96,1
tiktok,416,3864,2,57,42,1,0,0,0.62,1
facebook,61988,945,2619,219,47,1,0,0,6.56,0
twitter,83942,331,2852,1254,140,1,0,2,2.34,0
tiktok,395,3319,7,24,0,0,0,3,0.35,1
linkedin,7277,163,581,1702,112,1,1,0,0.9,0
twitter,32,1461,17,18,37,0,0,4,0.71,1
facebook,18,992,39,12,11,1,0,0,0.78,1
tiktok,13,3402,4,56,25,1,0,0,0.5,1
twitter,76094,1998,3951,1640,74,1,0,0,1.76,0
twitter,47294,1084,4804,1419,147,1,0,2,5.36,0
facebook,485,3206,14,33,38,0,0,0,0.73,1
instagram,40486,931,2447,353,145,1,0,2,2.94,0
linkedin,16262,1291,4597,1090,144,1,0,0,3.15,0
facebook,69551,516,3380,1527,40,1,0,2,8.84,0
instagram,64,2410,35,38,0,1,0,2,0.28,1
instagram,97,1327,8,36,48,0,0,2,0.35,1
twitter,283,3470,42,56,43,1,0,0,0.29,1
linkedin,490,3706,25,45,25,0,0,2,1.81,1
tiktok,154,1640,15,28,0,0,0,5,1.32,1
facebook,24057,1377,1687,371,149,1,0,0,6.73,0
facebook,306,4331,4,55,0,0,0,0,1.26,1
facebook,33,1791,18,33,25,0,0,3,1.21,1
tiktok,279,2614,20,54,25,0,0,4,1.94,1
facebook,23679,900,4697,1883,103,1,0,0,4.32,0
linkedin,473,4911,33,2,23,0,0,4,1.08,1
facebook,384,2516,49,42,0,1,0,5,1.19,1
tiktok,69242,1534,1562,822,110,1,0,0,4.52,0
facebook,54646,952,3130,411,128,1,0,1,6.75,0
linkedin,75338,1852,765,1521,106,1,0,1,0.68,0
tiktok,136,1256,23,35,0,1,0,3,1.3,1
tiktok,77147,1284,2668,1359,149,1,0,2,4.16,0
instagram,233,3286,35,3,0,0,0,0,1.48,1
twitter,10986,313,1279,1710,47,1,0,1,4.05,0
instagram,73353,1266,1981,326,147,1,0,1,9.72,0
instagram,47470,372,1334,1815,89,1,0,1,8.29,0
linkedin,74423,382,3141,802,47,1,0,2,1.01,0
twitter,371,285,48,38,15,1,0,1,0.23,1
instagram,49908,1808,1497,503,144,1,0,0,6.08,0
linkedin,69701,1077,2724,530,124,1,0,0,6.09,0
facebook,281,4472,30,50,0,1,0,0,0.73,1
facebook,98892,1392,1991,1442,101,1,1,0,6.22,0
instagram,97,2153,35,35,0,0,0,5,0.19,1
facebook,56131,1611,4778,1492,135,1,0,3,8.61,0
facebook,170,4285,37,47,0,0,0,1,1.21,1
twitter,121,3522,2,34,0,1,0,0,1.25,1
tiktok,199,3771,31,50,12,1,0,5,1.07,1
twitter,12013,303,3892,1385,113,1,0,0,1.41,0
facebook,22317,1242,2617,1105,115,1,0,0,9.55,0
tiktok,53676,1136,1105,1802,149,1,0,0,4.89,0
facebook,37720,1492,3727,260,132,1,0,0,1.18,0
instagram,80790,829,4282,405,107,1,0,1,1.93,0
tiktok,172,4509,41,19,35,0,0,0,0.37,1
facebook,32,4524,47,4,17,0,0,4,1.42,1
instagram,114,1180,24,53,16,0,0,4,0.93,1
facebook,303,1893,12,43,46,1,0,1,1.91,1
linkedin,224,1366,1,28,19,0,0,1,1.76,1
tiktok,12,4932,4,44,0,0,0,0,1.0,1
twitter,58704,1280,2245,479,65,1,1,1,5.17,0
tiktok,121,1352,24,20,34,0,0,3,1.36,1
linkedin,54518,1814,4368,1302,148,1,0,3,7.27,0
facebook,450,2289,10,30,0,1,0,0,0.59,1
linkedin,53106,677,1734,911,93,1,0,0,9.01,0
facebook,64941,72,3252,1330,90,1,1,3,6.87,0
twitter,59734,1104,407,747,125,1,0,2,9.34,0
twitter,425,1250,6,23,0,1,0,2,1.19,1
twitter,65251,1597,4960,1949,84,1,0,0,7.02,0
tiktok,69465,234,2385,1265,144,1,0,1,3.99,0
facebook,85,1538,27,58,18,1,0,0,1.69,1
linkedin,9382,1060,3111,342,129,1,0,1,2.33,0
linkedin,81656,244,891,530,104,1,0,0,4.55,0
twitter,87260,747,3738,1672,98,1,0,1,6.17,0
tiktok,70783,346,2884,1279,138,1,0,0,7.8,0
tiktok,44186,1750,4174,646,64,1,0,1,7.72,0
facebook,61203,736,880,845,72,0,0,1,3.44,0
tiktok,47,1968,26,46,0,0,0,0,1.5,1
tiktok,52,4526,33,18,0,0,0,0,1.09,1
facebook,57610,602,1532,962,116,1,0,0,5.89,0
tiktok,70580,637,4405,1740,101,1,0,1,1.14,0
linkedin,67515,1004,2481,202,91,1,0,0,0.88,0
twitter,49475,509,2286,530,98,1,0,1,4.07,0
tiktok,169,2730,24,2,0,0,0,2,1.35,1
facebook,76,2590,30,51,40,0,0,1,1.96,1
linkedin,69569,94,4092,354,137,1,0,0,5.67,0
tiktok,68297,1572,4903,1600,67,0,0,2,5.44,0
twitter,193,1689,20,59,0,0,0,0,1.58,1
linkedin,99024,925,3512,857,74,1,0,3,3.81,0
twitter,130,4157,2,8,45,1,0,5,1.78,1
instagram,231,1197,48,54,3,1,0,3,1.59,1
twitter,33496,828,3880,1164,146,1,0,1,2.54,0
facebook,193,1606,48,10,0,1,0,1,1.98,1
linkedin,79240,254,3941,1854,37,1,0,0,3.88,0
facebook,266,1575,14,12,36,0,0,5,0.39,1
tiktok,101,1601,6,53,17,1,0,0,1.95,1
linkedin,118,1998,34,23,7,0,0,3,1.22,1
twitter,80403,308,4621,1004,143,1,0,0,4.09,0
facebook,389,4154,27,32,0,1,0,1,0.35,1
twitter,45928,1141,1497,694,137,1,0,0,9.6,0
tiktok,84,1610,34,50,0,0,0,2,0.93,1
facebook,27241,470,4686,1430,146,1,0,0,8.56,0
twitter,10,207,24,49,19,1,0,1,0.61,1
facebook,275,408,10,16,36,0,0,1,0.22,1
linkedin,489,2126,1,25,39,0,0,4,0.35,1
linkedin,204,4264,0,40,12,0,0,1,0.1,1
tiktok,140,3298,0,25,36,0,0,0,1.27,1
facebook,87025,1688,3212,884,67,1,0,0,4.82,0
instagram,86,2853,21,47,0,1,0,1,1.66,1
tiktok,86265,886,2667,222,149,1,0,0,5.09,0
linkedin,169,1495,21,46,0,0,0,0,0.19,1
tiktok,440,2951,45,29,5,1,0,0,0.67,1
instagram,313,4314,31,50,7,0,0,0,1.23,1
tiktok,80270,1699,1779,1687,94,1,1,3,7.9,0
instagram,122,2629,23,27,0,1,0,2,1.09,1
facebook,216,4921,13,43,0,0,0,1,0.97,1
tiktok,118,3423,8,8,0,1,0,5,0.27,1
twitter,304,1229,8,42,7,1,0,1,0.4,1
twitter,485,4738,27,24,0,1,0,3,1.0,1
twitter,85,426,42,56,15,1,0,0,0.78,1
facebook,30,4150,41,35,37,1,0,3,1.89,1
instagram,87530,524,3023,1209,54,1,0,0,2.4,0
instagram,37863,629,865,1637,92,1,0,0,9.54,0
instagram,205,3450,19,48,31,0,0,1,0.76,1
linkedin,439,225,3,42,47,1,0,2,1.34,1
tiktok,346,2631,0,34,0,0,0,2,1.83,1
tiktok,265,2270,32,39,0,1,0,0,1.01,1
linkedin,39059,969,956,1342,46,1,0,1,0.54,0
twitter,90,3925,41,57,0,0,0,1,0.89,1
tiktok,56385,672,1727,1419,98,1,0,0,6.84,0
linkedin,72970,1111,3278,512,61,1,1,0,6.05,0
tiktok,319,2611,26,26,0,1,0,3,1.98,1
linkedin,113,3280,42,4,0,0,0,0,1.94,1
twitter,20511,1573,4430,1841,33,1,0,1,2.75,0
facebook,20920,966,3543,1544,90,1,0,1,4.83,0
twitter,74785,607,3169,1390,147,1,0,0,3.09,0
facebook,47,4192,2,26,9,0,0,1,1.54,1
instagram,92639,1129,4183,1544,112,1,0,0,0.93,0
instagram,52,3103,9,20,0,0,0,2,0.54,1
instagram,313,1253,8,59,40,1,0,5,1.9,1
linkedin,314,4909,37,31,28,0,0,1,1.84,1
instagram,53534,1225,4632,1339,104,1,0,0,8.13,0
facebook,215,1725,10,3,8,1,0,0,1.07,1
instagram,74187,1384,3377,413,101,1,0,1,1.76,0
instagram,36700,1196,2434,1811,30,1,0,0,5.55,0
tiktok,421,2430,35,33,0,0,0,2,1.82,1
instagram,99349,535,2059,1564,43,1,0,1,3.96,0
twitter,59360,1362,3573,695,77,1,0,0,9.05,0
linkedin,120,4813,23,2,0,1,0,2,0.8,1
twitter,173,2847,44,10,0,1,0,2,1.13,1
linkedin,52326,1410,1605,869,35,0,0,1,5.27,0
facebook,470,3052,13,24,0,0,0,3,0.52,1
twitter,75377,1021,4852,1889,116,1,0,3,1.69,0
facebook,489,4271,43,51,11,0,0,5,1.92,1
twitter,11221,1992,3537,519,57,1,0,2,9.27,0
instagram,91545,589,4135,737,119,1,0,0,4.64,0
facebook,37626,170,4166,1084,41,1,0,0,5.44,0
facebook,141,2619,39,36,34,1,0,0,1.04,1
tiktok,197,3100,7,15,31,1,0,1,1.43,1
facebook,215,2054,36,54,28,0,0,0,0.61,1
facebook,6405,143,4177,1866,146,1,0,0,9.59,0
twitter,14370,1981,107,1628,48,1,0,3,7.68,0
tiktok,150,3878,7,53,0,1,0,2,1.52,1
instagram,32832,910,1292,1051,110,1,0,0,2.0,0
twitter,482,1520,49,44,0,1,0,2,1.73,1
facebook,26874,1667,4929,1252,61,1,0,0,5.08,0
tiktok,74,4652,44,27,0,0,0,1,1.05,1
tiktok,252,4807,47,57,42,0,0,2,1.94,1
twitter,446,210,47,56,0,0,0,2,1.78,1
tiktok,78363,1582,1532,442,59,1,0,3,5.93,0
instagram,204,2324,36,44,5,1,0,2,1.88,1
facebook,87346,1611,3995,808,87,1,0,1,3.75,0
instagram,238,2096,14,25,6,0,0,2,1.36,1
twitter,191,4583,11,31,0,1,0,2,1.64,1
facebook,230,4981,47,38,21,0,0,2,1.69,1
instagram,432,4478,12,55,0,0,0,5,1.7,1
twitter,292,2655,26,20,0,0,0,1,1.87,1
twitter,93,459,42,52,0,0,0,0,1.05,1
linkedin,437,3606,18,5,3,0,0,0,1.59,1
facebook,93,1464,44,37,4,1,0,2,0.68,1
linkedin,158,2091,40,58,0,0,0,0,1.83,1
tiktok,47,1390,4,13,10,1,0,0,1.4,1
twitter,452,1679,1,59,0,0,0,2,1.49,1
instagram,42776,231,2704,1281,94,1,0,0,4.74,0
tiktok,23536,69,4897,414,114,1,0,0,3.09,0
tiktok,189,4215,5,10,0,1,0,3,1.2,1
facebook,10,1845,48,16,0,0,0,0,0.99,1
instagram,120,515,44,32,5,1,0,1,1.67,1
instagram,46965,1218,2101,973,107,1,1,1,0.73,0
instagram,55751,1783,2595,1381,141,1,0,1,8.98,0
twitter,8548,869,594,252,107,1,0,0,0.53,0
twitter,13,4363,45,26,0,1,0,0,1.03,1
tiktok,35,4841,38,19,0,0,0,2,1.97,1
instagram,237,2543,20,30,0,0,0,1,1.96,1
instagram,66424,103,2121,574,148,1,0,0,8.64,0
tiktok,299,2593,24,36,11,1,0,0,1.23,1
twitter,282,4674,5,42,9,1,0,0,0.48,1
twitter,24765,1594,481,1308,118,1,0,0,6.42,0
twitter,180,3358,4,26,28,1,0,1,1.97,1
instagram,5341,1867,768,1280,69,1,0,1,5.81,0
twitter,148,2014,24,14,13,1,0,1,0.62,1
linkedin,33088,1294,4544,274,73,1,0,2,2.48,0
twitter,85490,670,1013,1251,74,1,0,1,4.4,0
tiktok,158,994,24,48,35,1,0,1,1.39,1
linkedin,39254,1909,4749,1117,134,1,0,2,1.11,0
twitter,71305,298,1700,359,149,1,0,0,2.96,0
linkedin,94904,1598,3745,1640,38,1,1,1,2.54,0
facebook,196,3391,10,34,0,0,0,2,1.94,1
instagram,219,2540,11,48,0,0,0,5,1.08,1
linkedin,203,952,17,30,12,1,0,4,0.24,1
twitter,70142,1705,1458,1613,71,1,0,2,1.48,0
instagram,154,2954,27,2,27,0,0,0,0.32,1
linkedin,11,1700,37,58,0,0,0,1,0.74,1
tiktok,85676,596,3706,1728,68,1,1,0,7.98,0
instagram,91,479,41,28,29,0,0,1,1.82,1
tiktok,48189,1465,94,217,61,1,0,1,2.62,0
twitter,65606,129,4373,662,76,1,0,0,9.34,0
tiktok,266,3042,2,47,48,0,0,5,1.85,1
linkedin,77191,1865,3818,234,38,1,0,1,8.15,0
twitter,215,248,28,15,17,0,0,1,1.16,1
twitter,15640,1162,688,1562,59,0,0,1,4.08,0
twitter,71920,74,398,816,60,1,0,2,4.39,0
instagram,25423,1253,1032,1793,121,0,0,1,2.82,0
linkedin,452,4273,14,59,41,1,0,0,0.71,1
linkedin,95398,1500,2708,715,106,1,0,2,0.66,0
instagram,348,4544,14,45,2,1,0,0,0.24,1
tiktok,65435,1078,2063,638,57,1,0,0,8.97,0
linkedin,526,1918,1767,314,119,1,0,0,3.42,0
facebook,145,1286,22,32,11,1,0,3,1.94,1
linkedin,25884,898,2220,1260,61,1,0,0,6.93,0
instagram,39196,756,747,1166,120,1,0,1,2.58,0
linkedin,71420,1416,1111,412,33,1,0,0,0.57,0
twitter,209,1017,9,2,12,1,0,3,0.66,1
facebook,12,569,37,20,0,0,0,0,0.96,1
linkedin,15447,1188,2819,522,103,1,0,1,7.91,0
twitter,47641,830,4455,285,73,1,0,0,1.32,0
instagram,145,3462,36,7,8,1,0,4,0.19,1
tiktok,69592,1210,415,1737,46,1,0,1,9.07,0
tiktok,66992,501,131,1416,77,1,0,1,2.94,0
linkedin,95,3784,21,53,0,1,0,3,0.63,1
linkedin,94445,1969,4541,724,148,1,0,0,8.26,0
facebook,91,2577,7,52,46,1,0,0,1.51,1
instagram,388,3580,36,56,40,1,0,0,0.79,1
linkedin,86078,1004,1002,1040,147,1,0,0,4.68,0
linkedin,12843,1761,3378,1102,74,0,0,2,1.29,0
facebook,214,2149,48,51,36,0,0,2,1.12,1
linkedin,276,2294,2,30,0,0,0,1,1.39,1
instagram,120,2622,26,13,23,1,0,0,1.45,1
linkedin,270,1934,23,49,0,1,0,3,1.62,1
facebook,130,4680,30,56,22,1,0,3,0.84,1
tiktok,278,3221,13,37,0,0,0,2,0.9,1
facebook,17302,1812,4787,1773,47,1,0,0,5.94,0
linkedin,21,1795,45,10,19,1,0,0,1.42,1
facebook,75036,880,2317,258,136,1,0,0,8.26,0
facebook,57200,1093,3794,1412,145,1,0,2,9.07,0
facebook,60,2285,5,56,39,1,0,0,1.96,1
linkedin,48061,1203,1101,1948,130,1,0,2,9.2,0
facebook,253,2151,17,33,0,1,0,0,1.65,1
twitter,171,1075,30,42,0,0,0,0,0.14,1
linkedin,250,722,15,45,0,0,0,1,1.54,1
instagram,29,314,48,1,0,1,0,1,0.47,1
linkedin,29283,261,1306,1127,60,1,0,0,4.68,0
instagram,903,1891,2698,1870,59,1,0,0,7.08,0
linkedin,63679,572,4495,495,106,0,0,1,2.55,0
linkedin,80,4093,44,16,19,0,0,3,0.19,1
instagram,6,4981,13,39,23,1,0,0,0.45,1
instagram,28745,1176,2223,217,121,1,0,0,0.89,0
twitter,312,3378,28,31,2,0,0,0,1.21,1
facebook,140,4280,4,40,18,1,0,2,1.34,1
tiktok,63789,589,2746,781,78,1,0,0,1.55,0
linkedin,488,2223,46,22,0,1,0,2,1.58,1
facebook,230,3510,6,6,32,0,0,5,1.95,1
linkedin,379,4892,22,55,1,1,0,5,1.23,1
tiktok,497,1971,33,44,0,0,0,1,1.14,1
tiktok,215,482,22,45,0,0,0,0,1.26,1
twitter,88,3990,39,19,0,0,0,0,1.96,1
tiktok,79125,1280,4486,883,52,1,0,0,4.9,0
tiktok,69,1095,6,16,32,1,0,0,1.07,1
linkedin,80317,1484,3505,422,36,1,0,0,1.31,0
twitter,31814,1424,4053,462,58,1,0,0,4.81,0
tiktok,123,4762,44,4,0,0,0,2,0.69,1
linkedin,33,2254,39,10,12,0,0,1,0.99,1
tiktok,220,3833,6,35,29,1,0,0,0.19,1
tiktok,12174,1361,2862,1761,143,1,0,0,6.73,0
facebook,433,4278,9,57,34,0,0,0,0.47,1
twitter,286,3394,29,3,12,0,0,4,1.11,1
facebook,444,994,20,25,29,1,0,3,0.92,1
tiktok,428,2309,23,46,13,0,0,0,0.5,1
tiktok,192,1098,16,19,36,0,0,2,0.73,1
facebook,37094,1873,4425,423,64,1,0,2,1.64,0
twitter,8037,787,2284,1791,46,1,0,3,2.22,0
twitter,277,2729,42,47,25,1,0,4,0.69,1
twitter,158,4115,14,54,0,0,0,5,0.84,1
tiktok,41475,1158,3603,1255,65,1,0,0,6.87,0
twitter,186,3301,32,39,25,0,0,4,0.42,1
tiktok,349,1078,16,55,0,1,0,1,0.76,1
linkedin,285,3227,25,9,0,0,0,1,1.58,1
tiktok,67386,885,3597,1002,128,1,0,0,8.59,0
twitter,428,2981,43,26,34,0,0,2,0.11,1
twitter,90121,1531,1097,462,65,1,0,0,4.22,0
linkedin,382,4001,33,4,49,0,0,5,1.62,1
twitter,145,3540,12,25,0,0,0,1,1.13,1
tiktok,488,1518,15,28,11,1,0,1,0.1,1
linkedin,9229,1460,1624,372,64,1,1,2,5.69,0
tiktok,49353,1568,3450,1232,72,0,0,2,1.33,0
instagram,146,877,14,46,0,0,0,2,0.66,1
instagram,23554,50,2960,316,52,1,0,0,0.81,0
tiktok,25773,1138,2469,1410,130,1,0,2,0.61,0
tiktok,84392,760,374,1169,44,1,0,1,1.98,0
instagram,84,4343,38,3,28,1,0,2,0.9,1
linkedin,96379,423,2484,1861,109,1,0,0,8.44,0
linkedin,37192,730,2662,960,149,1,0,2,6.81,0
instagram,402,3223,16,22,18,1,0,5,0.2,1
facebook,96498,1989,4292,1501,106,1,0,2,4.19,0
twitter,86,1494,30,53,25,0,0,0,1.87,1
instagram,420,1861,26,34,35,0,0,0,1.23,1
twitter,410,3323,0,44,29,0,0,1,0.46,1
facebook,307,2815,28,54,8,1,0,1,1.45,1
facebook,32415,684,652,915,65,1,0,1,5.05,0
twitter,74535,1746,3216,588,141,1,0,1,1.09,0
tiktok,88061,370,583,999,140,1,0,1,9.16,0
facebook,182,4318,41,27,11,0,0,0,0.75,1
tiktok,52878,1915,443,684,104,1,0,1,4.21,0
instagram,219,943,48,38,0,0,0,2,1.96,1
tiktok,17,954,35,32,27,0,0,2,0.14,1
tiktok,472,2861,41,10,0,0,0,5,0.77,1
instagram,11201,392,4858,1211,93,1,0,1,1.02,0
twitter,126,2568,48,11,28,0,0,1,0.68,1
instagram,394,2224,31,21,37,1,0,0,0.2,1
tiktok,34146,300,3401,655,143,1,1,0,6.93,0
twitter,9592,1516,3065,389,64,1,0,0,3.87,0
linkedin,467,1700,5,48,8,1,0,5,0.88,1
facebook,66277,365,782,314,89,1,0,2,9.1,0
facebook,72943,466,4352,520,137,1,0,1,8.06,0
tiktok,30198,1529,2970,415,34,1,0,1,6.2,0
tiktok,13025,1812,780,1522,104,1,0,0,1.4,0
instagram,91071,185,2026,1157,57,1,0,1,3.02,0
facebook,86,2436,38,40,35,0,0,2,1.0,1
facebook,97304,1798,2584,312,144,1,0,0,2.3,0
facebook,126,1796,38,3,21,1,0,4,1.97,1
tiktok,316,1537,10,31,10,1,0,3,0.38,1
linkedin,36312,1634,2283,1424,35,1,0,1,4.75,0
instagram,4218,1489,1106,261,128,1,0,1,4.75,0
twitter,70957,1927,2531,1237,80,1,0,2,6.57,0
twitter,69631,1241,904,257,63,1,0,0,3.59,0
linkedin,8929,1545,3338,1942,55,1,0,1,0.86,0
facebook,177,1184,23,30,19,0,0,1,0.34,1
tiktok,20290,996,4080,315,63,0,0,3,6.72,0
instagram,66984,153,1096,1455,88,1,0,1,5.39,0
tiktok,85608,935,4569,1415,56,1,0,0,1.62,0
tiktok,33638,1782,851,435,123,1,0,0,4.5,0
instagram,38325,873,1670,1715,124,1,0,0,0.51,0
tiktok,388,4493,15,1,0,1,0,1,0.93,1
linkedin,120,3445,10,4,0,0,0,2,0.47,1
linkedin,107,1888,36,4,12,0,0,1,1.38,1
tiktok,215,4976,9,37,0,1,0,1,0.74,1
twitter,113,3456,24,41,44,0,0,1,0.31,1
instagram,373,2307,16,42,8,1,0,0,0.59,1
twitter,69566,1039,853,307,85,1,0,2,7.07,0
facebook,82369,606,2294,1115,137,1,0,1,8.33,0
linkedin,70024,1686,2519,1810,61,1,0,2,1.25,0
tiktok,61022,907,1437,821,72,1,0,3,1.2,0
instagram,290,3620,15,19,0,0,0,1,0.44,1
facebook,53133,119,4532,703,70,1,0,0,3.72,0
tiktok,379,2854,26,14,22,0,0,2,1.79,1
twitter,409,430,28,49,38,1,0,4,1.79,1
facebook,96967,1569,3435,1973,32,1,0,0,1.39,0
tiktok,10331,666,289,490,61,1,0,2,2.86,0
linkedin,194,1031,32,51,46,0,0,2,1.31,1
tiktok,100,2460,17,11,0,1,0,0,1.1,1
twitter,7246,1064,2075,1427,34,1,0,0,6.24,0
facebook,80072,808,83,475,98,1,0,0,9.99,0
linkedin,77925,1960,1597,642,145,1,0,0,6.62,0
facebook,417,1671,3,18,11,0,0,0,1.23,1
facebook,37336,1753,921,1541,59,1,0,0,1.23,0
instagram,159,2302,15,22,37,0,0,3,0.88,1
facebook,85536,607,3797,1092,70,1,1,1,6.59,0
instagram,87461,1161,3361,490,88,1,0,0,1.73,0
facebook,54750,887,4773,950,139,1,0,1,5.68,0
instagram,13605,59,1787,710,52,1,1,0,3.66,0
instagram,4802,1859,4995,425,100,1,0,1,2.68,0
instagram,68,4895,18,20,0,1,0,1,1.75,1
tiktok,458,946,8,11,36,1,0,1,1.64,1
instagram,15973,1141,1592,843,132,1,1,0,5.72,0
facebook,72360,1875,171,303,98,1,0,0,6.02,0
linkedin,61,2294,27,37,0,1,0,3,0.12,1
tiktok,91907,1217,484,1654,121,1,0,0,7.88,0
linkedin,89961,86,773,1727,113,1,0,0,2.36,0
linkedin,74,3399,8,24,9,0,0,2,1.71,1
twitter,9,4146,15,39,31,0,0,0,0.65,1
instagram,39540,850,4600,1789,137,1,0,1,7.33,0
twitter,35321,1669,133,1453,55,1,0,2,8.33,0
linkedin,81,1298,44,12,0,1,0,2,0.42,1
facebook,19,2006,28,5,38,1,0,1,0.92,1
tiktok,353,4600,24,44,0,0,0,0,1.92,1
linkedin,7171,1242,4685,774,46,1,0,1,3.16,0
instagram,169,2911,48,5,31,1,0,2,0.17,1
linkedin,149,359,27,18,0,0,0,1,0.58,1
facebook,8402,563,3894,781,116,1,1,1,5.64,0
facebook,78,1670,7,23,12,0,0,1,0.9,1
linkedin,165,1380,9,22,23,0,0,1,1.45,1
linkedin,301,3079,30,23,16,1,0,2,1.95,1
instagram,258,2777,5,20,34,1,0,1,1.58,1
facebook,86500,410,1998,402,133,1,0,0,6.88,0
facebook,381,1646,27,25,0,0,0,2,1.28,1
linkedin,116,1670,10,42,0,1,0,0,0.22,1
tiktok,77965,100,2647,950,114,1,0,2,3.1,0
linkedin,94023,1569,1318,1119,102,1,0,0,4.99,0
twitter,23755,506,837,181,114,1,0,2,4.16,0
twitter,43645,1694,3610,1763,114,1,0,1,6.02,0
twitter,74871,406,2598,1487,113,1,0,0,4.47,0
tiktok,19468,1651,4992,1782,98,1,0,0,1.63,0
facebook,400,4101,37,45,0,1,0,3,0.85,1
linkedin,28594,463,4576,1993,131,1,1,0,7.48,0
twitter,71,1222,19,47,0,0,0,0,0.89,1
twitter,299,3686,25,55,48,0,0,2,1.55,1
twitter,5442,1291,1327,1175,104,1,0,1,8.14,0
linkedin,12051,1726,1474,1420,87,0,0,1,6.22,0
instagram,87863,1640,4430,1292,74,0,0,0,8.92,0
instagram,81,3906,38,45,40,0,0,2,0.17,1
twitter,33052,410,1904,1269,141,1,0,0,7.0,0
instagram,17785,1857,4895,807,105,1,0,2,8.72,0
instagram,370,1888,40,17,40,1,0,4,0.46,1
facebook,210,4539,46,5,0,0,0,0,1.44,1
instagram,79958,985,1318,492,80,1,0,1,2.71,0
