platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
tiktok,25727,231,682,2269,20,1,0,6,1.45,0
facebook,96134,7176,2841,1889,250,1,0,1,4.66,1
x,50969,1893,9401,470,221,0,0,6,2.81,0
tiktok,73601,3825,1777,2047,284,1,0,9,1.96,1
other,8252,3489,1338,1384,130,0,0,4,3.1,0
other,92227,4297,2280,1385,102,0,0,1,2.49,0
telegram,88747,0,1595,2930,228,1,0,1,0.86,0
linkedin,48977,7120,889,3452,297,1,0,8,0.12,1
telegram,16011,0,1243,3898,114,1,0,9,5.92,1
instagram,73228,8977,2195,2649,112,0,0,0,4.48,0
instagram,84292,8964,3194,1696,21,0,0,1,1.79,0
linkedin,42806,5203,480,1550,261,1,0,3,1.42,0
other,74727,463,1116,3388,5,1,0,9,0.6,1
telegram,69868,0,806,2813,0,0,0,0,5.74,1
other,90886,8356,2878,2945,289,0,0,2,0.35,0
tiktok,47599,394,1809,2499,126,0,0,5,3.12,0
tiktok,78872,574,990,691,105,1,0,4,2.05,0
x,73108,6587,1738,1669,298,1,0,7,5.16,1
instagram,94410,9837,2728,2716,80,1,0,1,1.07,0
telegram,79434,0,310,679,24,1,0,8,3.02,1
facebook,71834,4190,3567,3847,82,0,0,6,1,0
telegram,6057,0,4020,1406,12,0,0,4,2.6,0
linkedin,48916,4695,882,2105,95,1,0,2,1.88,0
tiktok,90896,8541,194,2692,37,0,0,4,3.35,0
facebook,21183,8804,2364,3915,240,0,0,0,1.07,0
x,61715,1621,3998,1026,135,1,0,8,1.47,1
tiktok,64892,5324,1096,2434,263,1,0,6,4.92,1
other,33717,2267,1597,3681,253,1,0,9,3.18,1
facebook,27909,9050,2685,122,141,1,0,9,4.11,1
telegram,67143,0,1283,3711,160,0,1,6,0.11,0
tiktok,31655,6770,1035,1105,175,0,0,1,0.2,0
tiktok,10119,8312,2514,3924,3,1,0,1,5.7,1
telegram,51369,0,47,452,112,0,0,8,3.61,1
facebook,57134,4193,4320,3705,248,0,0,8,0.64,1
x,5539,7926,4617,1141,236,1,0,0,4.76,1
telegram,74095,0,927,666,160,0,0,8,4.85,1
facebook,99981,8788,321,3780,121,1,0,7,0.27,1
tiktok,24756,3093,1587,486,276,1,0,3,4.77,1
facebook,45798,841,770,3235,90,0,0,0,2.81,0
x,33766,7661,6981,143,143,0,0,0,5.27,1
linkedin,44026,7169,478,1812,259,0,0,1,2.57,0
facebook,26997,7256,2359,3810,61,0,0,7,3.58,1
tiktok,63042,7527,2968,1383,16,0,1,2,2.32,0
telegram,61821,0,900,2574,54,0,0,8,1.67,1
tiktok,80865,9586,1697,3319,137,0,0,5,3.76,0
x,46202,8273,4701,2358,107,0,0,3,5.37,1
other,9470,1132,3493,2536,184,1,0,2,3.99,0
facebook,36476,232,2803,724,156,1,0,5,5.35,1
linkedin,44221,6487,24,3040,27,0,0,3,1.78,0
facebook,27425,6668,1875,1502,209,1,0,7,0.65,1
tiktok,33700,478,1269,236,218,1,0,6,3.3,0
tiktok,37841,6724,1212,3049,94,0,0,9,0.86,1
facebook,13782,6405,2044,2971,64,0,0,7,2.23,1
facebook,78653,7548,1514,407,189,0,0,0,0.11,0
x,671,8740,9119,501,24,0,0,6,5.22,1
x,34550,949,4598,289,146,1,0,3,0.4,0
x,71918,2925,5498,77,117,0,0,0,0.74,0
linkedin,17277,1836,531,3720,288,0,0,6,5.65,1
tiktok,34370,3330,2592,692,249,1,0,9,3.16,1
other,86959,6241,1447,3109,247,1,0,8,1.82,1
instagram,8314,9498,3224,3939,149,1,0,0,0.42,0
telegram,59473,0,4191,430,92,0,0,4,0.85,0
facebook,64450,5064,4114,946,213,0,0,4,0.77,0
linkedin,9757,9307,607,771,4,1,0,2,3.58,0
telegram,87725,0,807,3855,8,1,0,1,5.72,1
facebook,27610,1982,2262,3008,289,0,0,5,5.35,1
telegram,38031,0,1155,369,45,0,0,5,3.37,0
other,54555,4878,2320,2331,129,0,1,1,1.13,0
facebook,42733,2138,2428,2848,19,0,0,5,0.45,0
tiktok,94488,7832,2717,73,60,0,0,6,5.38,1
other,56141,2441,1321,136,260,0,0,2,2.89,0
other,84667,8697,3670,983,178,0,0,6,0.65,0
linkedin,12025,8242,12,1278,88,1,0,8,5.25,1
telegram,59998,0,75,1402,101,0,0,7,3.48,1
telegram,2552,0,4952,3172,48,0,0,7,0.71,1
instagram,45380,6285,2153,3723,290,0,0,4,1.73,0
other,71854,9877,3367,1635,222,1,0,4,2.8,0
telegram,63116,0,976,3003,294,0,0,7,5.25,1
linkedin,39012,8580,328,133,176,1,0,1,3.79,0
x,4924,5469,8336,563,274,1,0,1,1.82,0
linkedin,40046,5380,797,3472,222,1,0,7,2.73,1
facebook,63668,2288,1875,1208,94,0,0,7,3.08,1
instagram,79287,8330,693,2034,217,0,0,0,2.9,0
tiktok,33615,7572,8,2871,104,1,0,7,5.15,1
linkedin,9122,8601,144,1556,209,0,0,2,3.68,0
facebook,78315,8142,2221,223,240,1,0,4,2.77,0
linkedin,4579,4392,137,1268,26,0,0,2,2.25,0
instagram,94937,9196,3478,3243,169,0,0,9,5.8,1
x,96226,8011,5874,1280,222,1,0,9,4.56,1
facebook,53205,506,4259,1945,260,0,0,1,5.52,1
tiktok,56238,9863,1944,3689,63,0,0,2,2.77,0
telegram,10564,0,2467,2532,20,0,0,6,4.77,1
x,38725,4033,5259,2366,277,1,0,6,1.33,0
x,48268,5565,4318,2028,185,0,0,1,0.83,0
instagram,59258,4100,6,1404,77,1,0,7,0.35,1
linkedin,13942,180,151,228,145,0,0,6,4.52,1
instagram,17352,7039,1497,627,223,0,0,4,1.77,0
instagram,41616,4318,3421,2886,207,0,0,5,2.18,0
telegram,83402,0,3908,1076,289,0,0,9,1.26,1
x,7253,4211,747,761,103,1,0,7,0.96,1
facebook,84297,2568,199,3330,96,1,0,1,1.02,0
x,44135,5768,7509,2984,179,1,0,4,5.29,1
facebook,72551,3865,576,910,188,1,0,1,4.22,0
telegram,35851,0,3696,1441,274,0,0,7,0.72,1
x,7833,8453,3366,535,290,0,0,3,0.27,0
other,10681,2657,425,3130,128,1,0,5,1.4,0
tiktok,60695,9017,2244,3302,1,0,0,8,3.25,1
x,59119,6634,7270,1739,216,0,0,8,5.65,1
facebook,43039,1233,4355,1317,232,1,0,0,1.08,0
other,10707,8961,360,859,153,1,0,1,2.64,0
facebook,84083,1004,2035,713,143,0,0,9,1.64,1
x,50138,2940,2761,1659,46,1,0,3,4.02,0
x,96952,8430,5019,3071,293,0,1,5,0.61,0
tiktok,94315,4019,1382,3819,262,0,0,5,1.99,0
tiktok,78860,777,393,1229,262,1,0,0,1.84,0
linkedin,36466,6257,630,3117,299,1,0,2,2.4,0
x,22106,9544,2006,2404,253,0,0,9,2.6,1
facebook,28173,5983,535,3517,138,1,0,5,0.24,0
x,75430,8655,5765,1577,125,0,0,6,4.94,1
instagram,57290,8029,3598,3852,157,1,0,7,0.5,1
other,59618,5648,1498,1556,227,1,0,2,3.68,0
linkedin,11780,9515,550,3461,25,0,0,9,6,1
instagram,21246,3623,2963,1146,129,0,0,1,1.19,0
instagram,89119,1561,303,1761,61,1,0,4,4.05,0
facebook,5906,5310,713,2039,186,0,0,3,1.88,0
linkedin,15903,3682,900,2058,100,1,0,0,4.79,1
linkedin,23567,6827,993,387,273,1,0,6,4.55,1
instagram,82256,2673,1171,2706,293,0,1,4,2.44,0
x,19523,6635,1129,2121,297,1,0,7,2.8,1
other,12239,4261,4221,674,87,0,0,6,4.51,1
instagram,58798,7391,503,1671,178,1,0,4,2.86,0
facebook,7771,5112,4445,2692,276,1,0,8,2.33,1
tiktok,60252,2209,1958,508,68,0,0,0,2.83,0
x,54145,6739,3073,3688,239,1,0,3,1.38,0
facebook,21952,8994,3393,174,222,0,0,2,1.36,0
other,62398,5161,4635,575,62,1,0,4,0.27,0
instagram,83634,2795,117,801,232,0,0,7,4.2,1
instagram,8367,8218,4179,3673,160,0,0,9,5.98,1
x,14834,1844,4099,1811,146,0,0,0,5.18,1
instagram,10236,3453,158,1214,7,1,0,0,5.58,1
telegram,22948,0,456,1556,55,0,0,9,2.57,1
linkedin,26996,4533,604,3755,219,0,0,8,3.18,1
other,66189,6289,4827,292,153,0,0,3,2.82,0
telegram,15802,0,4956,729,264,1,0,8,4.24,1
x,37170,9781,3384,3185,283,0,0,0,5.5,1
linkedin,21865,2373,81,2258,127,0,0,2,2.53,0
tiktok,9969,9638,2070,3418,80,1,0,3,2.66,0
x,17903,9849,5281,219,279,0,0,3,3.5,0
x,10222,9837,4601,2872,283,0,0,6,0.73,0
tiktok,39384,8680,95,2348,262,1,0,4,1.84,0
telegram,60062,0,1190,1994,104,0,0,8,3.93,1
tiktok,37941,5874,2341,3109,184,1,0,5,1.89,0
telegram,36527,0,1823,687,112,0,0,3,0.15,0
other,49167,9485,4698,686,140,1,1,9,1.33,1
linkedin,41333,4139,673,1936,285,0,0,0,2.52,0
facebook,35985,2905,4351,1032,158,1,0,7,4.86,1
telegram,28074,0,4584,2147,55,1,0,3,4.94,1
linkedin,42203,5184,671,3510,87,0,0,0,1.49,0
instagram,32899,3819,497,1305,249,1,0,0,1.25,0
facebook,50833,8232,2229,633,218,0,0,4,3.12,0
linkedin,12953,9676,854,3289,153,1,0,7,3.92,1
x,63427,2460,4817,2156,188,1,0,4,0.32,0
other,68711,479,542,433,16,0,0,5,4.91,1
x,78627,2161,79,2619,225,1,0,9,4.87,1
other,73438,2167,1494,1402,186,1,0,6,0.98,0
other,51993,763,3390,2769,170,0,0,4,1.99,0
linkedin,43096,3415,809,1889,286,1,0,9,1.06,1
telegram,56132,0,4810,2104,23,0,0,9,4.59,1
facebook,65480,5484,4393,1192,49,1,0,0,0.41,0
tiktok,44225,5316,1306,447,45,1,0,9,4.48,1
x,19116,1608,5964,938,141,1,0,1,1.87,0
facebook,43310,5459,3763,2237,89,1,0,2,5.83,1
x,84437,2166,6381,1208,147,0,0,5,2.58,0
x,80015,611,569,662,116,0,0,1,2.65,0
instagram,74451,8056,2512,1758,94,0,0,5,1.5,0
facebook,20842,6274,4527,2534,185,0,0,0,0.57,0
other,94945,2624,4977,1242,202,0,0,7,1.59,1
linkedin,4470,9297,339,1577,49,1,0,9,0.93,1
linkedin,16910,7465,672,2605,293,0,0,0,0.45,0
other,16991,7483,873,2774,192,0,1,8,2.81,1
linkedin,1538,1822,76,1490,93,0,0,4,2.13,0
linkedin,20516,201,810,1924,203,1,0,5,1.16,0
tiktok,10247,2021,923,3470,208,1,0,9,0.78,1
other,82168,9199,313,1252,285,0,0,3,0.23,0
instagram,56488,9631,1403,927,271,1,0,7,3.72,1
facebook,68811,6173,3013,2636,32,0,0,1,1.16,0
x,4331,4980,9014,2251,207,0,0,3,1.57,0
tiktok,96319,4780,1973,2263,64,1,0,4,1.04,0
telegram,43826,0,2584,2686,298,1,0,3,4.58,1
facebook,68623,1675,3480,1495,38,0,0,9,3,1
other,52253,2045,2356,1114,1,0,0,5,3.04,1
tiktok,32543,6292,1346,2065,115,1,0,9,4.25,1
x,90415,5257,7172,3216,279,1,0,9,3.04,1
facebook,93740,2267,1260,2141,295,0,0,1,2.36,0
x,15261,9131,7759,1791,7,0,0,0,0.51,1
tiktok,61918,2159,1941,2100,258,0,0,3,3.76,0
facebook,24956,100,3373,1774,296,1,0,4,2.25,0
linkedin,35160,1156,977,2255,83,1,0,9,3.28,1
instagram,27939,1759,4993,1417,233,0,0,8,2.08,1
facebook,97037,3861,513,1217,209,0,0,8,1.69,1
other,59965,3138,4872,3042,133,0,0,9,5.67,1
tiktok,29317,4370,883,1004,299,1,0,2,2.16,0
other,23016,2035,1360,985,174,0,0,2,3.28,0
linkedin,34198,6940,192,40,234,0,0,0,4.32,0
instagram,255,4314,3274,11,155,1,0,0,2.38,0
instagram,98723,2552,2702,3324,257,1,0,8,2.34,1
linkedin,47289,5134,177,3527,90,1,0,6,4.92,1
telegram,96346,0,3313,2091,268,0,0,2,1.23,0
instagram,53257,4171,1579,3396,284,1,0,1,1.75,0
facebook,11748,7967,564,1488,198,1,0,4,3.39,0
tiktok,64356,5887,2762,1870,225,1,0,6,1.5,0
tiktok,3895,5938,688,1394,146,0,0,2,0.71,0
facebook,18522,5527,3078,3378,232,0,0,1,2.34,0
linkedin,10455,4951,209,3993,13,0,0,5,4.08,0
linkedin,34764,5678,930,1245,77,1,0,0,2.28,0
telegram,41954,0,2157,3326,266,1,0,1,5.72,1
tiktok,80253,5293,1737,2039,53,1,0,3,5.14,1
instagram,58465,9853,3306,927,120,0,0,3,5,1
telegram,39465,0,727,3716,185,1,0,8,3.87,1
other,22502,8390,3235,2704,279,0,0,1,5.29,1
x,5543,1634,6334,1181,12,1,0,1,4.13,0
instagram,78422,7437,747,472,103,1,0,0,2.67,0
linkedin,35175,1354,266,792,189,1,0,0,2.03,0
linkedin,44737,3009,89,990,236,1,0,0,5.29,1
telegram,75828,0,1101,2519,103,1,0,0,4.67,1
linkedin,11479,6643,86,3910,23,0,0,2,1.78,0
facebook,63291,6467,264,3171,243,1,0,5,1.28,0
tiktok,9032,5493,684,304,148,1,0,0,4.61,1
facebook,64280,5776,3948,1230,289,1,0,7,1.97,1
instagram,21291,9151,1454,3628,86,0,0,0,2.15,0
x,25587,9944,9508,3636,147,1,0,0,5.96,1
telegram,17335,0,4026,988,252,1,0,0,3.91,0
facebook,83301,3503,237,2109,126,1,0,4,4.33,0
facebook,65641,7146,434,3901,225,1,0,7,4.5,1
linkedin,26394,1154,927,2808,41,0,0,8,0.75,1
x,83488,1264,8315,2629,217,0,0,5,3.24,0
telegram,98261,0,641,204,196,1,0,2,2.82,0
tiktok,19283,5909,797,240,114,0,0,9,1.32,1
tiktok,81371,3892,287,312,104,1,0,9,5.01,1
instagram,21360,2185,690,3630,79,1,0,7,3.22,1
telegram,13690,0,2183,884,273,1,0,0,4.03,0
other,46514,6516,1241,2,292,0,0,5,0.78,0
x,79703,3571,7572,2778,231,1,0,9,1.69,1
tiktok,370,9861,2372,1772,192,1,0,0,4.32,0
linkedin,42396,3600,511,91,267,1,0,9,1.64,1
instagram,13453,7855,188,1893,160,0,0,6,2.74,0
other,32406,2447,4987,434,133,1,0,9,5.77,1
linkedin,5942,8428,960,3267,167,1,0,7,2.51,1
facebook,57003,1527,3553,318,270,0,0,6,3.06,0
x,26442,8301,4064,3884,112,1,0,1,4.67,1
facebook,47931,2151,1549,1570,280,0,0,5,4.82,1
facebook,44045,1394,1663,769,38,0,0,9,1.78,1
facebook,79324,8503,516,3342,203,1,0,9,5.26,1
tiktok,45291,5914,1775,2484,260,0,0,4,5.21,1
instagram,72805,5391,1258,631,252,0,0,8,1.8,1
linkedin,12556,2380,949,1244,271,0,0,5,4.35,0
x,73202,3051,2420,3087,244,1,0,0,3.44,0
x,13786,1302,5298,442,269,1,0,4,2.76,0
other,56795,7933,2838,363,53,0,0,3,0.22,0
linkedin,47655,2065,834,686,183,0,0,2,0.11,0
instagram,33550,7488,3917,796,59,0,0,8,0.31,1
x,98843,8813,9726,1768,123,1,0,0,0.44,0
facebook,10588,4420,3798,251,101,1,0,9,1.46,1
linkedin,6701,8325,321,2052,92,0,0,8,1.02,1
other,24722,8146,151,2142,258,0,0,5,3.17,0
instagram,17140,3191,4053,1919,131,1,0,6,3.33,0
telegram,78586,0,2249,3716,58,0,0,3,2.24,0
other,8250,6490,494,2191,152,1,1,7,2.22,1
tiktok,18205,7279,124,891,9,0,0,6,0.64,1
linkedin,42518,199,837,1694,122,1,0,7,5.51,1
instagram,81046,9105,352,1888,276,1,0,0,1.3,0
instagram,47632,1176,567,1609,148,0,0,2,1.68,0
other,55797,3511,3828,3840,295,0,0,1,4.83,1
tiktok,16829,4956,508,1694,95,1,0,0,4.95,1
instagram,69211,4037,596,3339,45,0,0,7,3.02,1
linkedin,14933,8342,62,294,226,0,0,8,5.56,1
linkedin,29746,7097,242,2893,46,1,0,3,0.86,0
tiktok,88901,6846,1621,636,193,1,0,4,5.71,1
linkedin,24965,9200,231,3818,79,1,0,1,2.6,0
telegram,62137,0,3671,1165,232,0,0,1,4.87,1
linkedin,10188,4563,501,2561,131,1,0,4,2.06,0
other,12012,5758,2841,461,38,0,0,4,3.64,0
other,11226,1561,4172,587,11,1,0,9,2.89,1
telegram,14193,0,479,214,239,1,0,5,2.2,0
facebook,43372,5668,2095,2603,268,1,0,4,0.86,0
tiktok,76422,6106,1597,831,95,0,0,3,1.67,0
other,49079,9407,1468,3443,80,1,0,2,5.17,1
facebook,87122,5912,4991,2170,122,0,0,9,0.51,1
telegram,21975,0,445,1636,59,0,0,1,5.41,1
tiktok,15690,3824,155,3773,75,1,0,1,5.04,1
instagram,44518,5318,976,1232,9,0,0,8,4.29,1
other,42879,9820,1123,3481,265,1,0,4,0.54,0
instagram,30340,5202,2243,3101,292,1,0,7,3.76,1
other,26855,9895,2365,1407,232,0,0,7,4.67,1
telegram,71622,0,3240,966,61,1,0,6,0.52,0
other,33371,32,1356,1966,297,0,0,7,5.91,1
facebook,12559,7412,1177,507,195,1,0,2,3.59,0
other,30974,7389,323,987,178,1,0,5,5.88,1
instagram,74176,3742,4446,2755,101,1,0,7,1.09,1
tiktok,37905,3920,2445,1949,161,1,0,2,5.68,1
telegram,55415,0,3575,3725,118,1,0,5,0.28,0
tiktok,29991,1578,1666,2677,85,0,0,7,0.33,1
x,91164,7429,2035,79,168,0,0,4,5.56,1
telegram,69925,0,226,2796,82,0,0,0,3.77,0
other,82600,4526,595,1257,124,0,0,8,4.49,1
facebook,92662,8885,1050,1546,155,1,0,5,0.36,0
tiktok,25761,4497,1175,2031,153,1,0,7,4.4,1
x,58445,2028,6568,1323,28,0,0,0,5.36,1
instagram,54160,6115,3751,3893,101,1,0,9,5.22,1
x,85311,1044,4419,3083,78,1,0,3,0.2,0
linkedin,7904,5153,373,2036,275,1,0,5,3.06,0
telegram,26913,0,4422,2330,141,0,0,7,4.21,1
telegram,87054,0,3865,3204,130,1,0,8,5.71,1
instagram,57879,305,4067,2029,138,1,0,6,3.54,0
x,84433,3897,1054,311,177,0,0,4,4.28,0
instagram,69110,5587,2015,2550,91,1,0,3,3.81,0
instagram,97247,777,4101,619,104,0,1,2,5.71,1
other,7443,1485,1488,2843,236,1,0,6,4.73,1
instagram,3782,4260,63,3013,188,1,0,9,1.04,1
instagram,23088,2267,3238,1327,221,0,0,1,2.4,0
facebook,5255,6700,4738,2408,299,1,0,3,1.29,0
other,53938,9843,4713,1324,165,1,0,0,3.52,0
linkedin,49953,2202,620,3354,91,1,0,1,0.78,0
x,14429,3568,6414,3235,287,1,0,0,0.41,0
tiktok,69778,3574,2084,2584,238,0,0,7,2.29,1
linkedin,25370,7635,947,3264,0,0,0,3,2.4,1
instagram,19739,1976,4010,1913,223,1,0,2,5.34,1
x,30562,605,523,788,44,1,0,3,5.72,1
x,81311,4015,7838,2317,20,0,0,8,0.41,1
tiktok,55535,3967,2198,3167,25,1,0,1,1.34,0
linkedin,45390,73,711,3205,113,0,0,6,1.41,0
tiktok,40473,3886,2066,1982,272,1,0,4,4.8,1
instagram,87063,8102,929,522,220,0,0,3,1.96,0
instagram,72682,1688,4540,415,215,1,0,4,3.43,0
facebook,80205,909,2923,2972,160,0,0,4,0.86,0
other,39339,7259,4014,2499,6,0,0,3,2.21,1
facebook,29187,9543,4150,3298,30,0,0,4,1.31,0
instagram,82790,3520,3807,1066,98,1,0,0,0.53,0
telegram,59945,0,2765,556,65,0,0,7,3.1,1
telegram,89627,0,3082,631,281,1,0,6,2.13,0
linkedin,32534,8965,37,171,107,1,0,8,2.32,1
x,96264,8417,2844,1545,106,0,0,9,5.62,1
other,42029,1817,1586,3892,287,1,0,3,1.54,0
other,71011,1408,3845,3143,101,1,0,5,0.34,0
x,81991,1481,5673,2702,283,0,0,5,0.83,0
linkedin,24653,4442,304,2503,125,1,0,9,2.6,1
instagram,44149,9910,157,450,78,1,0,2,3.64,0
telegram,64591,0,1568,1710,121,0,0,6,4.62,1
facebook,4746,8817,1198,1409,43,1,0,9,2.74,1
telegram,47078,0,128,1984,278,1,0,3,2.45,0
facebook,72302,1775,6,3899,123,0,0,0,3.46,0
linkedin,6326,1155,777,2332,186,0,0,4,2.53,0
facebook,72197,7186,130,111,284,0,0,6,1.15,0
other,15438,1910,4325,1333,163,0,1,7,1.28,1
instagram,63575,7173,2083,71,292,0,0,4,1.81,0
telegram,56306,0,3528,408,91,0,0,3,0.37,0
x,58177,7255,622,650,100,1,0,6,0.15,0
x,54892,1746,6373,549,230,1,1,3,5.36,1
x,57771,8692,9112,280,88,0,0,8,5.01,1
x,36839,7512,5870,328,291,0,0,4,5.85,1
x,57645,3133,9487,3415,134,1,0,6,3.34,0
instagram,92508,810,3353,2547,131,1,0,4,5.99,1
instagram,60263,476,3449,1459,106,1,0,9,3.67,1
linkedin,45893,318,642,2927,283,0,0,8,2.57,1
facebook,49057,1056,3486,504,282,0,0,0,4.56,1
instagram,60727,4191,4697,492,201,0,0,5,2.35,0
tiktok,11698,6776,306,1298,112,0,0,2,3.38,0
x,33542,9471,6616,1951,44,1,0,0,3.38,0
x,73366,7928,2699,2951,217,0,0,6,1.1,0
facebook,6630,8091,3728,3269,206,0,0,6,0.99,0
other,86155,1878,4708,1773,69,1,0,8,1.31,1
instagram,61480,4428,1265,2633,67,0,0,0,3.28,0
x,67384,6953,345,2606,207,0,0,9,5.99,1
linkedin,44665,7115,493,236,121,0,0,9,4.21,1
other,58817,4286,1839,1856,172,1,0,6,3.29,0
other,90830,2033,4176,2602,20,0,0,7,2.87,1
linkedin,12574,2189,815,753,82,1,0,3,2.14,0
tiktok,13894,6231,687,1631,20,1,0,9,2.05,1
instagram,77990,5242,2243,174,150,0,0,2,3.1,0
instagram,25906,8893,4919,3812,129,1,0,7,0.54,1
linkedin,24228,7167,943,2705,41,0,0,4,3.25,0
other,61517,638,102,3545,76,1,0,6,2.26,0
tiktok,21563,3216,2962,828,8,0,0,7,0.46,1
facebook,31510,7299,2126,861,31,1,0,9,0.59,1
tiktok,34512,8029,1051,1292,72,1,0,2,0.22,0
x,15372,2686,2732,559,188,0,0,9,5.53,1
other,89350,6102,2372,3166,39,1,0,5,5.79,1
telegram,1128,0,2580,1468,157,0,0,9,1.23,1
telegram,42261,0,2763,1246,231,1,0,4,3.26,0
facebook,46326,8935,360,3870,270,1,0,2,3.08,0
facebook,24892,8924,2042,2213,42,1,0,6,0.53,0
linkedin,14174,5714,331,2593,0,1,0,4,4.24,0
linkedin,20494,1237,56,395,91,1,0,5,3.79,0
other,11920,3429,2768,34,28,1,1,3,1.51,0
facebook,71973,1013,3572,3641,212,0,0,9,5.13,1
x,67894,2520,8959,2235,286,1,0,5,3.43,0
tiktok,84861,1499,2462,1727,261,1,0,0,0.49,0
linkedin,40106,9447,40,3027,91,0,0,2,0.9,0
instagram,3890,6656,1507,2273,259,1,0,4,5.61,1
telegram,27371,0,4517,3665,120,1,0,1,2.3,0
x,26583,4408,2877,542,155,0,0,1,2.23,0
instagram,36181,1604,2465,3190,62,0,0,7,0.44,1
tiktok,60091,5587,2425,3918,291,1,0,1,1.41,0
instagram,67650,8406,2205,3065,160,1,0,3,5.18,1
linkedin,14222,4115,607,1089,46,1,0,0,5.55,1
linkedin,37759,2020,646,1604,77,0,0,1,3.63,0
instagram,78467,2988,1605,2282,4,1,0,9,4.16,1
tiktok,43381,7760,1918,3029,174,1,0,7,4.08,1
x,51720,1217,9230,1050,160,0,0,2,0.11,0
x,25757,2154,4706,898,259,1,0,0,3.31,0
facebook,67509,4129,3134,3699,176,0,0,3,5.53,1
tiktok,49769,65,2021,3460,188,0,0,0,5.83,1
facebook,20431,1892,2673,2185,232,1,0,9,3.5,1
facebook,48791,9726,4286,714,66,1,0,3,0.39,0
tiktok,10995,7618,33,583,272,1,0,9,0.42,1
other,760,2253,773,1732,71,1,0,2,2.22,0
telegram,37569,0,4078,7,205,0,0,9,3.73,1
linkedin,26830,7953,165,681,133,0,0,7,1.61,1
linkedin,45081,5321,656,590,107,1,0,9,0.64,1
x,77338,7663,3498,3465,293,1,1,6,3.95,0
tiktok,44247,8125,933,2555,227,0,0,8,4.75,1
instagram,54816,4536,3456,693,236,1,0,1,5.17,1
telegram,42348,0,4462,2676,45,1,0,4,3.8,0
tiktok,88112,8387,2362,2489,91,1,0,4,1.18,0
other,68945,2272,1705,2565,82,0,0,6,2.55,0
linkedin,38845,2722,892,1502,173,1,0,8,5.51,1
linkedin,46892,4166,828,919,227,0,0,6,1.68,0
facebook,17883,7053,4188,2176,274,0,1,3,4.94,1
other,86491,6534,1383,2465,21,0,0,8,3.19,1
other,71596,1925,3024,322,13,1,0,9,3.83,1
other,94242,9653,438,2627,240,1,0,6,5.15,1
instagram,69928,2381,2412,1439,227,0,0,0,4.72,1
instagram,23097,1150,930,2619,257,0,0,8,5.48,1
telegram,39029,0,1836,2416,6,1,0,6,4.49,0
linkedin,7105,9454,47,1043,65,1,0,1,5.86,1
linkedin,32446,2799,960,2619,89,0,0,4,2.74,0
telegram,24435,0,1750,3749,194,0,0,7,3.66,1
x,26469,9788,2665,3421,118,1,0,8,5.88,1
telegram,84677,0,4616,18,81,1,0,0,1.05,0
tiktok,81060,687,1549,1238,90,1,0,9,4.66,1
telegram,15554,0,904,13,190,0,0,6,5.27,1
tiktok,56974,2134,2773,1738,104,0,0,5,3.41,0
facebook,57184,1941,3422,1652,69,0,0,4,2.01,0
linkedin,27128,8561,232,1065,140,1,0,9,3.71,1
x,73346,5952,2961,58,46,1,0,6,3.48,0
telegram,8486,0,787,3356,278,0,0,5,0.14,0
instagram,17274,6595,3662,2960,96,1,0,3,4.73,1
x,82269,3683,2648,2763,187,1,0,0,3.16,0
x,32274,8436,5011,3411,62,1,0,7,4.76,1
telegram,18051,0,4095,310,259,0,0,3,0.95,0
instagram,18030,4210,537,2145,120,0,1,9,4.79,1
telegram,99777,0,2112,1997,199,1,0,7,2.68,1
other,70515,2660,4561,3231,220,1,0,0,1.43,0
x,61451,2531,9519,1798,122,1,0,0,5.87,1
tiktok,48897,599,1051,588,34,1,0,7,0.53,1
facebook,21061,5546,2511,2752,169,0,0,5,2.36,0
other,71923,6353,3662,3762,137,0,0,6,1.22,0
telegram,71033,0,2244,3568,239,0,0,4,1.02,0
facebook,37251,7846,244,1665,116,1,0,1,3.04,0
linkedin,48995,5893,871,3148,233,0,0,2,2.49,0
linkedin,43235,8791,882,2148,220,1,0,1,5.77,1
other,86457,6338,3178,78,282,1,0,1,2.95,0
tiktok,46451,7166,2228,3590,217,0,0,4,4.1,0
telegram,73889,0,4236,3153,129,0,0,4,5.07,1
facebook,74495,5244,1977,860,71,0,0,8,4.44,1
linkedin,23916,7014,59,3665,118,1,0,2,5.52,1
other,41516,3977,1040,3532,219,0,0,4,4.97,1
other,28084,7036,4659,1276,53,0,0,1,4.04,0
instagram,40134,2916,3178,3618,219,1,0,0,5.43,1
instagram,95812,1615,4701,3955,152,0,0,4,0.66,0
telegram,25958,0,2298,862,189,0,0,3,3.26,0
tiktok,32076,5136,577,3898,222,1,0,3,3.51,0
instagram,31912,3433,2268,270,121,0,0,3,5.91,1
facebook,27213,1461,1693,2979,135,0,0,1,0.71,0
tiktok,25046,4909,1542,1911,54,0,0,9,1.68,1
other,89447,4422,4471,3502,81,0,0,1,0.77,0
instagram,36572,7288,4620,757,219,0,0,5,3.61,0
x,92511,7562,8511,2012,129,1,0,4,0.66,0
instagram,38773,4600,3335,2024,177,1,0,4,3.62,0
linkedin,3804,4274,365,3110,106,1,0,2,2.42,0
facebook,2459,7147,4276,1839,68,0,0,7,2.09,1
facebook,24278,1378,4099,635,63,1,0,8,2.98,1
